User,CouponCode,category,Redeemed,CouponDiscount,MinAmountSpend,Company
01-5154635,HHJ3471,Outdoors,TRUE,11,4574,Realpoint
70-1669293,VKQ7249,Toys,TRUE,45,3835,Vipe
41-3745152,UWG6103,Shoes,FALSE,48,6282,Avamba
21-4510272,KWN7342,Music,TRUE,39,1533,Miboo
18-9314438,TGP7337,Music,FALSE,36,7080,Plambee
97-1611911,LHD1477,Music,FALSE,14,7376,Babbleopia
92-7655861,EDK2709,Baby,FALSE,17,5386,Abata
49-1901581,EOP1907,Outdoors,FALSE,40,8838,Thoughtsphere
63-0348020,CMJ8871,Grocery,FALSE,22,2180,Digitube
47-1158403,ELM2879,Music,TRUE,25,3433,Roodel
87-0432227,NZY8626,Sports,FALSE,26,9766,Voonder
61-9817133,AUJ2916,Jewelry,TRUE,23,2133,Bluezoom
41-1648510,SZO7583,Books,FALSE,50,8770,Meevee
89-9883954,OQU8258,Grocery,FALSE,45,5658,Jetwire
00-3065971,NBS9893,Games,TRUE,43,8811,Youbridge
49-9035285,SAQ6501,Grocery,FALSE,37,2197,Gabcube
59-5718446,HOO1480,Clothing,TRUE,11,645,Voonte
00-9369549,AVJ3933,Automotive,FALSE,17,8353,Skyvu
34-2607106,TEH2563,Games,FALSE,23,8986,Livefish
09-3904530,YXY1019,Sports,FALSE,34,1426,Yodoo
73-5806458,NLR2532,Automotive,TRUE,27,8233,Dynabox
58-6673921,BUC2039,Industrial,TRUE,40,9172,Pixoboo
74-8272165,KEI5453,Toys,FALSE,10,1091,Topicstorm
08-0818164,TXD7314,Industrial,FALSE,22,203,Photobug
07-3844262,DRB5145,Baby,TRUE,17,4241,Skinte
99-9030332,WTF2954,Games,TRUE,32,832,Shufflester
11-7431965,VBC6833,Games,FALSE,29,8337,Jabbersphere
97-4559223,TGS8956,Movies,FALSE,31,6713,Blogtags
74-1245749,PDP5668,Computers,FALSE,19,4093,Npath
98-1778467,ZUU9833,Industrial,TRUE,14,5042,Thoughtmix
05-3482303,KGR9290,Industrial,TRUE,44,1171,Eadel
20-3847170,DDP4994,Toys,FALSE,16,4871,Brainbox
37-5784739,IVK0387,Toys,FALSE,41,5221,Cogibox
17-7547396,PKO7911,Movies,FALSE,44,5916,Mudo
86-2804563,URI3639,Health,FALSE,48,3535,Ntag
11-6156993,KTN5192,Jewelry,FALSE,20,8296,Skalith
60-6043229,XQB3915,Shoes,FALSE,23,6433,Demimbu
85-0612729,FAN5395,Computers,FALSE,43,4596,Rhyzio
31-5010833,SGW1559,Games,FALSE,28,3255,Wikido
23-9279675,QDU0034,Clothing,TRUE,36,3148,Shufflebeat
64-2847875,BZD6208,Beauty,FALSE,21,271,Jaxspan
35-5130446,ARH7358,Music,FALSE,15,1583,Browsecat
04-7427623,MYK1687,Baby,FALSE,11,9162,Brightdog
75-3144543,ERG5662,Grocery,TRUE,25,9743,Kare
28-5527961,CWK4516,Tools,FALSE,10,2026,Livetube
40-8269996,CMU0421,Sports,TRUE,43,4514,Avamba
34-2881952,ARS7769,Music,FALSE,29,4397,Mydeo
46-1683050,YCO8585,Sports,FALSE,34,5448,Vitz
84-8834677,UCR3594,Movies,TRUE,17,3816,Bluejam
53-2646544,KRH9953,Tools,TRUE,15,3648,Katz
90-7373084,WOH1977,Jewelry,TRUE,16,5040,Skimia
35-5100857,ZUE7242,Tools,TRUE,24,3883,Kaymbo
58-1688783,HDP5075,Movies,FALSE,30,7837,Kazio
75-9873783,UEX7230,Automotive,TRUE,37,5698,Twitterlist
50-4869284,OGA0708,Electronics,TRUE,39,3614,Twimbo
19-9304013,DCO5027,Beauty,TRUE,36,1818,Wikizz
46-3359613,SWF3528,Movies,TRUE,36,1814,Jaxworks
52-1527793,GCQ1188,Books,TRUE,46,9168,Oozz
51-5187882,ARH4678,Jewelry,TRUE,44,5603,Blogtag
55-1255137,CAB5764,Games,FALSE,40,2472,Eimbee
02-3246779,OWM3844,Grocery,FALSE,11,7270,Babbleset
41-0216020,KJY5925,Health,TRUE,16,1057,Ailane
01-1794061,VEH9815,Grocery,TRUE,34,5772,Realmix
20-8787445,JYU3521,Computers,TRUE,25,5731,Realbuzz
72-1089908,QAU1251,Electronics,FALSE,13,4118,Chatterpoint
74-5554178,LCL2340,Kids,TRUE,36,6769,Photobug
36-2752983,NIA7308,Movies,TRUE,10,2368,Yodoo
40-2729571,ALT0485,Sports,TRUE,11,7752,Oloo
24-1233029,YML4832,Clothing,FALSE,33,9118,Dabvine
17-5564988,WEE4684,Home,FALSE,49,8395,Jabberstorm
85-1739741,FHX7858,Games,FALSE,14,7298,Tagpad
83-1158285,QIV3382,Health,FALSE,15,2743,Fliptune
97-6743641,DTT0900,Movies,FALSE,39,294,Devbug
58-3139672,ALX0248,Health,FALSE,15,2219,Omba
37-4054318,RAA4092,Computers,FALSE,37,5176,Podcat
60-3263976,RPX1193,Jewelry,FALSE,16,1081,Quatz
61-2610128,ABW5399,Beauty,TRUE,49,7369,Livepath
80-7117862,JLX1129,Tools,FALSE,19,6505,Browsecat
53-0583598,QSQ6902,Toys,FALSE,45,7796,Myworks
51-1673829,VQI8876,Garden,TRUE,18,7027,Thoughtsphere
32-2817020,DKV7595,Automotive,FALSE,12,7410,Bubblebox
87-9056858,JPF2043,Beauty,FALSE,31,1134,Quatz
41-1249469,HQA9363,Toys,FALSE,15,4766,Mita
31-2844744,QYU4535,Industrial,FALSE,21,3526,Lazz
69-0016327,JTM9828,Beauty,TRUE,50,8767,Trunyx
02-5712428,VQE6306,Books,FALSE,44,4237,Yakijo
95-1312732,UYI9972,Sports,FALSE,50,8234,Trudeo
39-1829214,TWW6652,Toys,FALSE,32,7217,Feednation
80-6171657,EBI1232,Computers,TRUE,31,6569,Demimbu
58-4900998,ZKM2726,Movies,TRUE,34,1623,Feednation
26-5173867,BIL4249,Industrial,FALSE,43,1718,Feedfish
92-6383025,SUQ4989,Shoes,FALSE,27,4246,Realblab
33-2224706,JLQ6447,Electronics,TRUE,12,1894,Skipstorm
44-8236195,HFP2905,Health,TRUE,34,6998,Dynabox
54-7452590,LJV9764,Jewelry,FALSE,18,2140,Mydo
13-5350455,EVP4867,Baby,TRUE,11,6749,Wikizz
31-2678468,CVR2516,Industrial,FALSE,45,5223,Voomm
14-8684297,TTL1851,Home,TRUE,15,7107,Chatterpoint
14-4063565,CSX3173,Games,TRUE,42,1898,Ooba
69-7764401,UVM7326,Beauty,TRUE,32,2552,Skinte
17-3092259,VZN7236,Kids,TRUE,41,5508,Oba
84-2526538,TRO8421,Electronics,FALSE,18,9819,Skiptube
09-7114394,TOD8070,Books,TRUE,24,5718,Jabbersphere
54-8739502,RVZ3658,Health,TRUE,45,3816,Centimia
00-4772033,OAB4587,Outdoors,FALSE,13,5684,Skipfire
21-9588504,VDA8191,Baby,FALSE,19,1019,Babbleblab
37-4267219,TNW2358,Clothing,FALSE,14,4762,Meemm
41-3416195,VBI7522,Electronics,FALSE,18,222,Blogspan
49-2076521,YNY2432,Home,TRUE,21,3149,Yakijo
81-9016204,GFQ6753,Games,FALSE,18,5307,Mydo
00-2738712,NWQ8846,Games,FALSE,44,7097,Yombu
15-3432264,XWR6788,Clothing,FALSE,36,5973,Twitterbridge
01-6310119,POT4738,Computers,TRUE,41,8042,Devpoint
78-5973617,WGT4829,Sports,FALSE,50,4970,Quinu
29-2244268,OSA0283,Toys,FALSE,48,7229,Ainyx
64-5293637,LLO3591,Tools,FALSE,15,2265,Kare
29-6585928,HHS5336,Baby,FALSE,45,6111,Ailane
47-1119142,MPD8041,Sports,TRUE,16,4416,Fivespan
82-5329865,UOD1820,Grocery,TRUE,32,9823,Blogtags
39-3045576,IIK5799,Tools,FALSE,28,682,Voomm
10-6838626,MEY0731,Home,TRUE,23,6576,Roomm
97-5305923,SWM4794,Games,FALSE,31,6911,Gabtype
58-6653618,ILU2642,Tools,FALSE,32,8786,Zoombox
65-6229128,BSH4610,Shoes,TRUE,41,8769,Jabberstorm
65-6144077,YMZ3645,Music,FALSE,25,8920,Linktype
32-8560531,SIK6114,Industrial,TRUE,29,7927,Aimbu
66-4276118,REW5430,Games,TRUE,12,2228,Youbridge
81-2027508,WMQ3594,Baby,TRUE,12,2813,Abatz
07-0056797,WUO0648,Movies,TRUE,33,4760,Yombu
61-6713393,WNJ1134,Automotive,FALSE,20,1610,Kwinu
48-3811826,EVE8876,Movies,TRUE,43,6317,Rhyloo
11-9558504,QDX2002,Baby,TRUE,45,517,Flipopia
83-2777222,LEW4155,Computers,FALSE,45,7240,Vinder
35-0790835,NEG1487,Clothing,FALSE,11,3861,Realbuzz
22-4151576,FUM7839,Baby,FALSE,19,7903,Kimia
25-5765260,FWC7302,Movies,TRUE,39,9358,Devbug
39-2686091,TLX0931,Automotive,TRUE,48,4520,Topicware
24-3570169,NIR3945,Shoes,TRUE,43,6227,Divape
25-0690412,OXK3413,Kids,TRUE,39,9886,Youopia
21-6037023,OPT8170,Music,TRUE,13,7533,Gabcube
33-9619081,JKL0133,Computers,TRUE,25,8363,Snaptags
27-0311033,MXB2561,Books,FALSE,30,2666,Fadeo
69-4622699,TXL9825,Automotive,FALSE,13,647,Jaxworks
17-8849997,KWO0621,Shoes,TRUE,43,8845,Babbleopia
45-7543575,ATF8925,Home,FALSE,25,8396,Lazz
49-3177034,RQC8880,Jewelry,TRUE,40,5582,Fadeo
49-7903870,WRA7334,Beauty,TRUE,19,8505,Voomm
71-7453404,LJF6043,Music,FALSE,41,3725,Tavu
02-2789934,UTB1711,Sports,TRUE,42,3850,Eare
35-9735970,KAH8510,Books,FALSE,30,5459,Skinte
40-6572879,DHC5199,Movies,TRUE,46,8655,Rhybox
37-4033678,BGC2747,Games,TRUE,29,6935,Agivu
19-4745828,OIG6529,Tools,FALSE,28,8583,Skiba
47-0627932,XUC7208,Computers,TRUE,24,5749,Talane
71-9734342,RUR1421,Baby,TRUE,15,3169,Flipopia
53-4589796,LUI9476,Tools,TRUE,18,9733,Avamm
75-2179162,TPJ3471,Kids,TRUE,36,8924,Zoonder
81-2999133,QUV7427,Automotive,TRUE,33,4931,Trilia
39-9765731,SOP9190,Shoes,FALSE,13,6077,Tanoodle
60-7148043,XOG9334,Clothing,TRUE,10,1034,Tagchat
36-6975716,TZW8028,Tools,FALSE,44,536,Aimbo
29-5105556,OOG7286,Toys,TRUE,22,6402,Dabtype
16-4597426,JHH5418,Beauty,FALSE,39,1615,Jayo
94-8568896,PZG8785,Garden,FALSE,30,2211,Demivee
25-3741269,NEY7756,Games,FALSE,23,4593,Dynabox
48-1679721,CKA9287,Music,TRUE,43,2982,Dynava
93-8660583,JQO5167,Industrial,TRUE,11,9696,Divavu
78-8496383,AVA1263,Industrial,TRUE,35,568,Cogidoo
82-4462513,HXI4000,Movies,FALSE,47,1706,Fiveclub
20-2369995,PMI5540,Automotive,FALSE,30,8753,Flashset
79-6847034,OIG7589,Home,FALSE,47,1427,Rhynoodle
25-0768236,XZN8587,Books,FALSE,26,1923,Buzzbean
04-8543140,LIV1182,Books,FALSE,27,9746,Photolist
84-5263064,SWQ7514,Clothing,FALSE,35,7293,Shufflester
33-6287223,PCS1970,Automotive,FALSE,46,7310,Vipe
82-8378853,AUR5222,Beauty,FALSE,26,9693,Aimbu
79-1611660,KNI7143,Health,TRUE,25,4464,Wordware
45-2271340,FFZ0350,Kids,FALSE,44,7359,Yamia
26-4859667,JET9234,Electronics,FALSE,23,579,Voomm
68-6446288,NUQ7106,Outdoors,FALSE,35,239,Flipopia
30-4428546,MWW8108,Garden,FALSE,31,1371,Agimba
39-6248460,NRS9393,Computers,TRUE,36,1259,Eabox
77-4350501,TSH6572,Computers,TRUE,31,2931,Avaveo
56-8415315,ZLJ0804,Movies,TRUE,49,3724,Topiczoom
18-7877751,FGV5953,Industrial,TRUE,24,5610,Livepath
19-9297081,SGC9580,Home,TRUE,41,3092,Meedoo
90-0596791,EIQ5543,Garden,TRUE,37,9355,Wikido
02-3563100,XLG7158,Health,TRUE,30,3372,Zoovu
17-5369008,UAW7232,Games,FALSE,21,4461,Eidel
47-3501551,RHW0716,Automotive,TRUE,44,8614,Jabbercube
31-1907451,FNQ0191,Electronics,FALSE,22,2454,Camimbo
66-6020747,GFH9827,Clothing,FALSE,31,1650,Feedfish
01-7912273,EJV1746,Clothing,TRUE,22,9099,Yakijo
64-5621819,XLX8061,Electronics,TRUE,23,1282,Realcube
33-9081684,POQ0205,Electronics,TRUE,31,2791,Tavu
33-6828212,RTB1752,Sports,FALSE,35,6937,Demimbu
38-0957650,ZZD7011,Shoes,TRUE,18,1009,Gabcube
63-0119292,OZI9596,Jewelry,TRUE,46,1395,Brightdog
02-4249692,VXT5007,Toys,FALSE,40,6689,Tavu
55-9522276,WWZ3697,Shoes,FALSE,42,1768,Youtags
14-0072357,RPR4770,Computers,FALSE,10,5396,Ntags
38-8520901,PBI2289,Games,TRUE,27,5472,Skinder
50-4918355,XSF3950,Beauty,FALSE,11,8598,Feedbug
21-1320826,ZBU9785,Sports,TRUE,26,615,Buzzbean
88-6180209,HHR6708,Sports,TRUE,23,6935,Mymm
32-8371354,OUP4281,Tools,FALSE,20,7742,Jetpulse
78-9464383,JTK5870,Jewelry,TRUE,19,3193,Livepath
16-2015687,DKE6696,Jewelry,TRUE,15,8060,Trupe
01-8728507,IBM9290,Music,TRUE,32,8468,Jayo
32-2512991,BGB8245,Garden,TRUE,29,1801,Zoombeat
99-2990012,DKN6180,Home,FALSE,30,3520,Browsedrive
48-4378644,PZR1133,Jewelry,FALSE,32,9043,Oloo
45-8843965,OWA3653,Beauty,TRUE,35,7090,Ntag
34-3789991,XRM2425,Garden,TRUE,35,1044,Thoughtsphere
79-3480180,XBX9979,Tools,FALSE,15,2151,Edgewire
58-3372333,EYC4968,Baby,FALSE,38,7893,Skivee
33-2190647,OUO9125,Grocery,TRUE,18,1876,Zoonder
53-1766949,EEM6630,Home,FALSE,17,8073,Yakidoo
90-6834412,TGZ2302,Computers,TRUE,27,836,Rooxo
03-2683253,CBS2115,Garden,FALSE,35,6927,Browseblab
60-6943369,IVP4278,Health,FALSE,14,2792,Kwilith
65-3585082,BKL1175,Baby,FALSE,25,3585,Riffpedia
05-5631792,VQV9688,Jewelry,TRUE,42,3648,Myworks
98-9355323,YZL9153,Garden,TRUE,34,2448,Dabtype
24-7671715,IKN9791,Toys,TRUE,30,7910,Kwilith
71-1044930,PWX8989,Automotive,FALSE,35,7113,Dablist
17-0685947,DDU3851,Grocery,FALSE,36,7080,Rhybox
40-9165853,PTP7915,Health,FALSE,42,3708,JumpXS
74-2166578,UQV4975,Automotive,TRUE,34,4100,Browsecat
03-5663663,QCR5869,Automotive,FALSE,14,5009,Edgetag
06-3074168,QEK7198,Games,TRUE,37,656,Einti
67-8885839,HGH7562,Computers,TRUE,23,2810,Yakitri
50-2019006,HXX3463,Grocery,TRUE,19,6049,Thoughtstorm
82-2563578,UMZ9700,Beauty,FALSE,45,8563,Wikivu
33-8832199,FUA5596,Clothing,TRUE,17,5277,Eamia
62-0999795,PLG4134,Games,FALSE,12,8111,Tagchat
23-5751422,SUO5956,Garden,TRUE,29,1348,Yodoo
72-2151008,ZUT8368,Toys,TRUE,43,4110,Zoomlounge
75-1216546,KLS2968,Tools,FALSE,15,6835,Livepath
99-7166154,STV3486,Outdoors,TRUE,50,6689,Mymm
18-4368236,VKZ4443,Toys,TRUE,14,1881,Tazz
16-1681378,XYN0598,Electronics,TRUE,28,9533,Jamia
00-4427903,NJN1910,Shoes,TRUE,19,384,Talane
07-0141393,OGE8193,Clothing,FALSE,14,4918,Gabcube
49-6888764,RYW6874,Tools,TRUE,12,2156,Twitterbeat
64-6234816,XPB4055,Kids,FALSE,46,2692,Oloo
80-4942817,JNN3951,Clothing,TRUE,45,1199,Fiveclub
87-2415294,JWJ8096,Beauty,TRUE,33,5603,Brainlounge
31-7097258,LLW3308,Health,TRUE,16,9942,Lajo
15-2489174,ZIY1257,Computers,FALSE,50,1790,Flashset
64-9512816,LRV5091,Sports,FALSE,50,9722,InnoZ
98-0427047,CQR1746,Garden,TRUE,39,5063,Skynoodle
63-2240520,WGL7489,Shoes,FALSE,13,3301,Quamba
97-8951349,SRZ8547,Music,TRUE,21,387,Thoughtmix
81-3451055,QUM5850,Garden,TRUE,49,9775,Kamba
76-5468643,VUK0442,Books,FALSE,40,9939,Rhycero
75-4560630,XLD4741,Clothing,TRUE,28,8656,Yakidoo
12-5403860,OGK7504,Jewelry,TRUE,35,7769,Viva
13-2207228,WRJ4233,Games,FALSE,32,3426,Yadel
72-1451031,FYU6682,Garden,TRUE,24,2316,Eayo
72-5803263,TPC2573,Home,FALSE,50,2142,DabZ
90-6739822,HKT2128,Beauty,TRUE,16,5709,Mita
68-3749343,JKO1628,Outdoors,TRUE,13,1959,Oyoloo
75-3734624,OHU7844,Beauty,FALSE,35,5562,Photobug
67-9530151,LQO6620,Industrial,TRUE,14,1128,Quinu
36-3911657,KJF3555,Baby,TRUE,34,6872,Photobug
54-1538560,NTL7714,Clothing,FALSE,43,3829,Riffpedia
72-1045679,EMM4276,Tools,TRUE,40,5217,Yadel
07-4402011,SXO1870,Sports,TRUE,18,352,Topicblab
57-0656931,WIT6992,Tools,TRUE,48,9972,DabZ
74-1113284,YJG8558,Electronics,TRUE,28,9104,Kaymbo
20-5825074,PTA3869,Toys,FALSE,49,6561,Flashpoint
26-8161790,UIB7134,Beauty,FALSE,12,4787,Yambee
65-1689366,XTF7587,Shoes,TRUE,34,6848,Jaxworks
70-6211576,OTK7178,Clothing,FALSE,31,1103,Viva
20-0102480,LCO0682,Books,TRUE,22,8833,Tavu
72-1079273,XWE4671,Automotive,TRUE,37,756,Npath
01-9526007,WSB5967,Automotive,FALSE,44,4650,Devpulse
15-6875094,LHM6888,Grocery,TRUE,47,3332,Roombo
89-8621676,MRW3237,Home,TRUE,18,4607,Tanoodle
38-0502594,GRA9116,Clothing,TRUE,11,1318,LiveZ
05-3954927,CAR3507,Clothing,FALSE,28,6215,Thoughtbeat
15-7828937,DNG2634,Grocery,TRUE,10,6981,JumpXS
79-5700959,HVG6795,Health,TRUE,50,399,Realcube
75-3745088,MSU9356,Kids,FALSE,50,7673,Kamba
49-7276020,WZK0089,Books,FALSE,13,7346,Demizz
17-2076455,ZZX8999,Movies,TRUE,10,277,Abatz
25-2824321,CGG5835,Health,TRUE,23,8572,Quinu
74-6115151,FGZ2048,Movies,TRUE,43,9439,Innotype
47-1809660,KLY2050,Health,TRUE,42,1018,Skinder
74-2487489,SHW5433,Books,TRUE,18,8992,Zoomlounge
81-3543702,UWK2610,Tools,FALSE,10,3784,Oyondu
38-6077609,SGQ3303,Jewelry,FALSE,48,7136,Edgewire
73-9907963,LPD7820,Shoes,TRUE,32,9967,Wordtune
13-6546033,ZOQ7198,Shoes,TRUE,40,4403,Browsecat
43-6206518,INN0365,Games,FALSE,33,5027,Browseblab
13-4964127,NLS4302,Industrial,TRUE,17,1019,Kazu
62-6557954,XGJ4564,Garden,FALSE,20,5940,Tagpad
84-8138479,HBD8543,Garden,FALSE,30,8240,Gigashots
71-6890314,SNH9855,Tools,TRUE,39,4654,Realmix
08-4059853,UGS6191,Electronics,FALSE,10,986,Riffpath
36-2338993,BPU6275,Health,FALSE,41,4728,Kazio
95-4146070,DYP6284,Tools,TRUE,46,8125,Meembee
00-2001834,IQR0126,Industrial,TRUE,27,9627,Avamba
42-6169027,DSI7383,Jewelry,TRUE,19,8917,Gigabox
07-8220586,OQW1509,Garden,FALSE,41,9995,Skipfire
71-4757965,GAP0694,Clothing,TRUE,39,2256,Dablist
37-6201468,SDB6770,Electronics,FALSE,35,3311,Katz
17-9711506,RBV2128,Computers,FALSE,46,1154,Skidoo
94-7665523,XEV4857,Sports,TRUE,41,6564,Ailane
57-0584819,QQM5172,Music,TRUE,38,4598,Voonix
23-0616916,OJH3358,Grocery,FALSE,18,7254,Vipe
42-7902482,MEB2425,Home,TRUE,35,3698,Devcast
65-7230574,KOG8095,Movies,TRUE,18,6527,Chatterpoint
31-2409619,LQL8970,Beauty,FALSE,46,8979,Yambee
68-2974884,FIY9830,Toys,FALSE,18,9580,Gabtune
09-2589856,VAJ4621,Sports,FALSE,38,9897,Wikivu
91-0792305,FDZ0194,Music,FALSE,37,362,Brainverse
02-4826988,NDZ9221,Toys,FALSE,36,1095,Thoughtstorm
48-0002182,OMD5245,Jewelry,FALSE,34,5431,Quimm
57-0433112,NLF6638,Toys,TRUE,37,4239,Snaptags
68-4491542,WSY1563,Industrial,FALSE,26,4711,Tagpad
37-8895012,WCC5509,Garden,FALSE,13,9419,Livepath
16-9179143,YVT3209,Computers,TRUE,11,1204,Dazzlesphere
59-1519719,QHZ3105,Kids,TRUE,29,6857,Flashset
99-9498184,FTP1088,Games,FALSE,36,2650,Tazzy
21-8633774,SZN2439,Kids,FALSE,32,8777,Dynava
76-7985536,FHZ2452,Books,TRUE,30,1452,Thoughtstorm
93-1814640,FSX2183,Games,TRUE,11,4376,Jazzy
33-2668946,DWH2496,Games,TRUE,49,7943,Jabberstorm
69-0737361,UCU0372,Outdoors,TRUE,45,4191,Livepath
27-5038674,EOT9538,Books,FALSE,20,9371,Twiyo
72-0274143,WVR7304,Industrial,FALSE,32,3457,Zoomcast
53-7670910,MVL1974,Garden,TRUE,35,5840,Skaboo
27-7273729,AFG9983,Games,FALSE,12,5755,Gigaclub
18-7572952,DXD6216,Shoes,FALSE,32,2884,Feedmix
53-3693590,GLW6465,Garden,FALSE,26,6227,Eamia
30-9187395,FDM5997,Grocery,FALSE,39,8220,Ozu
42-3197634,MJF5946,Kids,TRUE,37,3876,Fivechat
48-4712324,NPB6271,Home,FALSE,16,5572,Twitterbeat
38-6334802,YLA4929,Garden,TRUE,28,6684,Mynte
78-4788172,AQR4445,Tools,FALSE,25,4833,Voolia
36-0511634,WUT8482,Home,FALSE,24,3460,Feedmix
53-0204391,FIP0280,Garden,TRUE,50,4804,Jabbersphere
58-8372272,WYS7301,Kids,FALSE,19,466,Meezzy
59-4565058,KZT2902,Music,TRUE,37,410,Miboo
78-3432922,UIT2988,Tools,TRUE,11,1550,Divanoodle
14-1388389,MBP3318,Movies,FALSE,20,8932,Rhycero
05-3281418,VQJ2919,Home,TRUE,22,6800,Flipstorm
29-8744750,ZZA1277,Books,TRUE,30,5662,Roomm
36-8841316,CLZ0194,Baby,FALSE,10,6971,Gigabox
65-3258277,POZ4752,Industrial,FALSE,17,6829,Blognation
57-5267172,DRE9918,Tools,FALSE,40,2765,Dabtype
42-6462142,VLQ7950,Clothing,TRUE,29,8415,Oodoo
97-6818650,RXO9295,Health,TRUE,33,7440,Meembee
39-9067370,HDQ3257,Jewelry,TRUE,35,9908,Tavu
58-6655828,LXG3867,Computers,TRUE,47,6055,Divanoodle
97-3652178,EQD6392,Grocery,FALSE,49,4817,Ntag
48-8522827,AQH0557,Industrial,FALSE,47,7656,Realmix
61-3497534,CUB0932,Outdoors,TRUE,45,7855,Yambee
92-2323654,ZXI5592,Clothing,TRUE,12,1056,Omba
32-3780022,UBU8855,Games,TRUE,27,1548,Oozz
25-5304544,ZYZ7132,Jewelry,FALSE,20,2511,Riffwire
61-9413126,QLN4266,Music,TRUE,11,6969,Fivespan
30-8094768,SBN2835,Games,TRUE,33,1839,Tagchat
29-4122417,QZM9356,Sports,FALSE,37,6663,Feednation
94-6692243,CKU1542,Sports,TRUE,45,2357,Camido
94-5109638,MDQ3956,Garden,FALSE,28,5902,Gevee
15-0522418,PLV8570,Kids,TRUE,40,853,Eazzy
15-1194288,DZT8990,Sports,TRUE,31,4903,Kare
56-4348533,FNR0217,Books,FALSE,24,8087,Gabspot
41-9981595,OSF9579,Garden,FALSE,24,4623,Divavu
94-1714177,OWZ8926,Computers,FALSE,49,3502,Twimbo
72-4847540,UBV8909,Baby,FALSE,25,2112,Twitterworks
76-9676210,QIM7639,Jewelry,TRUE,49,388,Zoozzy
24-7677850,HMA1437,Electronics,FALSE,22,5248,Twitterlist
75-4881057,EJY5511,Kids,TRUE,45,5350,Kwimbee
90-7766874,BNC5321,Baby,FALSE,10,4447,Rhynyx
28-4624075,GTF6782,Automotive,FALSE,29,4467,Dabvine
81-6100252,JFV7372,Movies,FALSE,16,9640,Photobug
21-4740102,USI7491,Computers,TRUE,10,8155,Camido
57-4144927,SHQ3619,Shoes,FALSE,37,9782,Trudeo
69-6310609,NBG9633,Electronics,FALSE,17,7611,Jabbersphere
36-3738024,VAA4963,Jewelry,FALSE,27,2567,Realcube
87-1796067,IQT9513,Movies,FALSE,40,246,Skalith
43-5740706,KJA7525,Grocery,FALSE,42,7266,Brightdog
34-1329680,RAC7348,Beauty,TRUE,15,8603,Demimbu
52-6517926,ODZ2840,Health,TRUE,39,1547,Chatterbridge
41-1483922,SXW9175,Games,FALSE,13,6945,Zoomcast
25-6347127,FTH0457,Home,FALSE,28,6531,Topicblab
72-4262484,TVW8823,Garden,FALSE,31,3629,Dabfeed
16-1658854,GJT6193,Automotive,TRUE,17,9690,Voonder
77-8895752,ILQ1346,Industrial,TRUE,39,1944,Eamia
53-6424309,HXK6357,Books,TRUE,14,7992,Flipopia
67-5304097,GNC4815,Tools,FALSE,36,6069,Wikido
04-8983949,ZRI1580,Electronics,TRUE,38,6933,Twitterwire
32-2067671,SOH3904,Automotive,TRUE,44,3255,Cogibox
39-8301884,JWO2373,Home,TRUE,50,3683,Meeveo
72-5731448,OQX7136,Computers,FALSE,49,347,Jaxnation
32-2117545,ORN8346,Grocery,FALSE,43,9437,Topicware
33-7868372,YLF4246,Computers,FALSE,14,5777,Livetube
24-7692601,SXM2844,Sports,FALSE,41,6868,Meembee
68-8362375,XDB8726,Games,TRUE,35,8300,Zazio
65-2281421,QFP6613,Books,FALSE,29,4643,Buzzshare
43-2311901,UFK6580,Books,FALSE,17,1230,Mita
87-0190016,GOX0494,Books,FALSE,16,2320,Muxo
49-5594516,BJH3889,Kids,TRUE,44,5103,Npath
85-9113146,RMY7742,Sports,FALSE,35,6364,Innotype
35-3882941,ZVA4130,Toys,TRUE,28,6998,Skajo
58-9277386,NFK4472,Computers,TRUE,38,3618,Youspan
40-6544332,RRB0713,Toys,TRUE,42,3995,Dazzlesphere
36-7182945,WIO6646,Outdoors,FALSE,27,3195,Babblestorm
87-9798702,CQP5801,Outdoors,FALSE,15,2271,Jabberbean
24-0466442,WGN4643,Garden,TRUE,42,1271,Lajo
65-8406796,HNR2730,Shoes,FALSE,46,790,Wordtune
83-1978493,YRQ0420,Toys,TRUE,18,2072,Wordtune
71-3135340,JZU8262,Garden,TRUE,50,5423,Youtags
06-9595190,HQJ2386,Garden,FALSE,26,1141,Avamba
32-7896766,KKG9270,Garden,FALSE,46,4175,Bubblebox
86-9466413,ALS7187,Grocery,TRUE,26,2685,Mydeo
55-9464346,WSX8384,Industrial,TRUE,34,572,Miboo
25-2395232,HGH2760,Kids,TRUE,12,911,Jatri
06-5182274,WZA5020,Health,TRUE,13,7628,Gigazoom
68-4212014,FDM8286,Industrial,FALSE,26,7875,Dablist
73-3783739,IMD8484,Home,TRUE,17,3978,Dynava
42-2026673,KXO4975,Industrial,TRUE,25,4456,Realfire
75-9113848,EPD3602,Health,TRUE,11,8474,Jabberbean
95-5986152,QOL7264,Games,FALSE,22,2241,Rhycero
79-2377380,EVS1168,Industrial,FALSE,45,838,Eamia
47-5673656,JQE9287,Computers,FALSE,23,5720,Skimia
67-7008687,ZGL6841,Books,TRUE,43,7846,Leenti
45-1230012,CCF5163,Movies,TRUE,17,2250,Youfeed
03-1736582,QPT1002,Outdoors,FALSE,17,6023,Divanoodle
08-8219016,XQJ9502,Jewelry,FALSE,46,8704,Brainlounge
79-5835529,JXX7554,Kids,TRUE,36,6755,Skimia
